Depth Shifted To Core (ft),DTCO,DTSM,AF10,AF20,AF30,AF60,AF90,AO10,AO20,AO30,AO60,AO90,AT10,AT20,AT30,AT60,AT90,AFCO60,AORT,AORX,BFV,CBP1,CBP2,CBP3,CBP4,CBP5,CBP6,CBP7,CBP8,CDF,CFTC,CMFF,CMFF_SIG,CMR_PHI_CO,CMRP_3MS,CNTC,CTEM,DCAL,DNPH,DPHZ,DPH8,DSOZ,DWAL_WALK2,DWCA_WALK2,DWFE_WALK2,DWGD_WALK2,DWSI_WALK2,DWSU_WALK2,DWTI_WALK2,ECGR,ECST,ESUF_WALK2,GDEV,GR,GR_EDTC,GTEM,HCAL,HDRA,HDRB,HGR,HMIN,HMNO,HNPO,HPRA,HTNP,KSDR,KTIM,NPHI,NPOR,PEF8,PEFZ,PXND_HILT,QCPMT,RHGE_WALK2,RHO8,RHOZ,RSOZ,RXO8,RXOZ,SP,SPAR,STIT,T2LM,T2LM_SIG,TCMR,TENS,TNPH,WCAR_WALK2,WCLA_WALK2,WPYR_WALK2,WQFM_WALK2
10855.1,63.1675,103.9371,42.583,79.6168,85.7539,77.0154,74.2428,45.066,88.5898,98.0402,85.98,87.8218,44.4614,87.2362,94.752,85.985,79.976,12.9844,93.0543,19.0908,0.0224,0.004,0.0041,0.0089,0.0071,0.0001,0.001,0,0,1526.2327,3129.7905,0.0027,0.0033,0.0008,0.0171,4693.8853,189.2706,0.0514,-0.0086,0.0329,0.0295,0,0.033,0.1276,0.018,9.0699,0.2612,0.0081,0.0026,84.4006,58.8674,0.4377,2.2321,80.3634,89.4809,188.8394,8.8014,-0.0016,0.0082,76.0549,136.3403,121.9334,0.0751,0.0414,0.0757,0,0.0001,0.0779,0.0734,3.7699,3.6771,0.0718,0.2811,2.7074,2.6595,2.6537,0.0009,177.0265,133.7515,-233.3393,-233.3624,0,5.2329,-999.25,0.0252,4738.667,0.0757,0.2681,0.1658,0.0151,0.551
10855.6,62.8414,103.3808,42.1256,79.1152,85.6822,77.1592,74.2551,41.4562,77.4863,82.1814,72.4896,74.0063,41.2301,79.571,85.2278,76.3649,72.5598,12.9602,83.8295,19.0054,0.0292,0.0069,0.0072,0.0086,0.0092,0.0006,0.0006,0,0,1526.8015,3008.5359,0.004,0.0034,0.0008,0.019,4656.7261,189.2706,0.0514,-0.0087,0.0354,0.0339,0,0.0354,0.1067,0.0191,8.1085,0.2816,0.0091,0.0032,89.6517,60.0379,0.4576,2.5279,85.3633,92.9349,188.8394,8.8014,-0.0023,0.003,83.8771,82.988,74.0894,0.071,0.0621,0.0818,0.0001,0.0002,0.0845,0.0789,3.5428,3.6167,0.0772,0.1032,2.707,2.652,2.6494,0.0001,106.1398,126.1773,-233.5643,-233.6364,0,4.0318,-999.25,0.0331,4736.667,0.0817,0.212,0.1779,0.017,0.593
10856.1,62.6248,103.1688,41.8122,78.6322,85.5272,75.9588,73.2046,39.3619,73.9263,77.2376,69.6067,71.002,39.9832,72.747,78.9229,71.4264,68.0339,13.165,76.0927,18.5458,0.0451,0.0095,0.0146,0.013,0.0108,0.0002,0.0004,0.0004,0,1526.0825,2882.7847,0.0038,0.0037,0.0008,0.0248,4582.709,189.2706,0.0476,-0.0089,0.0421,0.0389,0.0454,0.0363,0.0932,0.0198,8.0413,0.2957,0.0071,0.0037,95.6203,58.8674,0.4785,2.4483,91.0628,96.6691,188.8394,8.7976,-0.0047,-0.0124,96.1597,83.1635,74.2466,0.1006,0.1023,0.0872,0.0003,0.0004,0.0913,0.0937,3.5097,3.6027,0.0825,0,2.7035,2.6435,2.6381,0.0001,106.3651,97.1367,-234.1213,-233.9346,0,3.5291,-999.25,0.0488,4751.2002,0.0871,0.1756,0.1824,0.0133,0.6286
10856.6,62.3606,102.6641,41.9057,80.04,87.5679,78.0612,75.4138,36.5049,63.1062,64.4034,58.6867,59.7181,37.7982,66.7748,73.1299,65.6776,62.797,12.8105,65.4444,17.8266,0.0535,0.0106,0.0179,0.0161,0.0113,0.0001,0.0001,0.0002,0.0006,1524.0997,2820.9092,0.0035,0.0039,0.0008,0.0284,4546.7148,189.2706,0.0437,-0.0089,0.049,0.0403,0.0507,0.0357,0.1036,0.02,9.1665,0.284,0.0032,0.0036,99.154,57.6968,0.4811,2.521,94.4451,99.6144,188.8394,8.7937,-0.0078,-0.0308,93.2737,65.1418,58.1062,0.0831,0.1527,0.0901,0.0005,0.0004,0.0978,0.0928,3.4992,3.6687,0.0858,0.0119,2.7011,2.641,2.6262,0.0001,83.2357,91.0581,-234.3235,-234.2289,0,3.4382,-999.25,0.0569,4734,0.09,0.2037,0.1796,0.006,0.6107
10857.1,62.2023,102.8448,43.0656,84.7816,93.6149,83.2545,80.4253,38.1618,66.9468,69.5297,62.8456,63.9375,41.1516,73.8702,81.3794,73.7512,69.9872,12.0114,70.8149,17.283,0.0506,0.0086,0.0159,0.0177,0.0099,0,0,0,0.0011,1521.5203,2856.7112,0.0027,0.0039,0.0008,0.0288,4615.2388,189.2706,0.0306,-0.0088,0.0515,0.0431,0.0779,0.035,0.1256,0.0196,8.6392,0.2596,0.0031,0.0033,96.276,57.6968,0.4682,2.4131,91.7599,97.315,188.8394,8.7806,-0.0098,-0.042,94.0967,66.808,59.5984,0.0896,0.1772,0.0906,0.0005,0.0003,0.0969,0.096,3.6402,3.7929,0.0866,0.0565,2.7041,2.6364,2.6219,0.0001,85.3742,94.6067,-234.8162,-234.5617,0,3.8814,-999.25,0.0534,4677.6001,0.0906,0.2629,0.1758,0.0058,0.5555
10857.6,62.1434,102.6502,44.4589,91.9823,102.0489,89.589,86.4082,46.104,97.2021,101.3131,88.3362,90.3895,45.1121,96.1699,107.0859,90.2096,86.939,11.1621,97.6812,16.7429,0.0383,0.0047,0.0097,0.0172,0.0076,0.0001,0,0,0.0012,1523.4558,3031.3164,0.0021,0.0039,0.0008,0.0261,4787.8418,189.2706,0.036,-0.0088,0.0448,0.0424,0.0642,0.0342,0.1489,0.0192,7.5361,0.2337,0.004,0.0029,90.6158,57.6968,0.4499,2.4198,86.3434,90.4509,188.8394,8.786,-0.008,-0.0354,88.2296,106.5044,95.31,0.099,0.1446,0.0859,0.0003,0.0001,0.0873,0.0967,3.8924,3.9192,0.0817,0,2.7084,2.6375,2.6335,0.0001,141.381,125.872,-234.7224,-234.8698,0,4.9564,-999.25,0.0404,4652.3999,0.0858,0.3256,0.1719,0.0075,0.4949
10858.1,61.8523,102.3966,45.8688,99.1572,111.7693,98.6219,95.2247,56.8793,184.0335,158.3529,145.1476,149.2435,51.8609,131.7867,148.6808,131.5581,119.636,10.1397,157.7345,16.2185,0.0239,0.0025,0.0028,0.0132,0.007,0.0005,0,0,0.0009,1523.2567,3289.1211,0.0031,0.0038,0.0008,0.0216,4915.2559,189.2706,0.0322,-0.0084,0.0336,0.0363,0.0378,0.0381,0.1518,0.0208,5.9369,0.2241,0.0093,0.0032,81.2699,57.6968,0.4451,2.4874,77.4521,82.7146,188.8394,8.7822,-0.0045,-0.0168,77.0209,193.6326,173.3342,0.0699,0.0746,0.075,0.0001,0.0001,0.0699,0.0689,4.0249,4.0032,0.0713,0.0276,2.718,2.6479,2.6526,0.0035,256.4568,234.8242,-235.3419,-235.1945,0,6.7362,-999.25,0.0269,4744.8335,0.075,0.3334,0.1916,0.0174,0.4576
10858.6,61.5658,101.7021,46.9453,106.4029,121.0927,104.4796,101.0128,53.1536,164.6363,159.2885,140.3269,143.7742,49.1626,124.8503,145.5327,130.108,118.6868,9.5712,150.5198,15.3446,0.0245,0.0071,0.0011,0.0117,0.0052,0.0001,0,0,0.0006,1524.6786,3522.895,0.0013,0.0039,0.0008,0.0176,5004.0713,189.2706,0.0306,-0.0082,0.0237,0.0123,0.0115,0.0428,0.1383,0.0231,4.5672,0.2319,0.0127,0.0035,77.1352,57.6968,0.462,2.2657,73.517,77.1878,188.8394,8.7806,-0.0014,0.003,67.4931,264.9279,237.2441,0.0513,0.0137,0.0658,0,0,0.0601,0.0537,4.2015,4.0134,0.0624,0.1718,2.7239,2.689,2.6694,0.0016,354.7355,214.6049,-235.3768,-235.5098,0,4.0394,-999.25,0.0258,4710.0005,0.0658,0.2971,0.2153,0.0237,0.4638
10859.1,60.7008,100.6592,48.4041,112.796,129.5992,112.1361,108.4317,41.3425,96.6004,107.4885,93.3878,95.5255,46.7702,102.422,118.047,108.37,95.686,8.9177,107.4677,14.6165,0.0301,0.0103,0.0039,0.0118,0.0042,0,0.0003,0.0005,0.0002,1526.0825,3579.9426,0.0012,0.0036,0.0008,0.017,5071.4429,189.2706,0.0245,-0.0081,0.022,0.0222,0,0.0491,0.118,0.0259,3.6391,0.2452,0.0184,0.004,79.1746,57.6968,0.4654,2.2596,75.4825,75.3684,188.8394,8.7745,-0.0008,0.0088,76.3288,112.4305,100.4583,0.0631,0.0079,0.0653,0,0,0.0697,0.063,3.9385,3.9754,0.0618,0.2447,2.7324,2.6721,2.6724,0.0009,143.9267,165.0204,-235.8346,-235.8338,0,2.9176,-999.25,0.0312,4716.0005,0.0653,0.2426,0.2469,0.0344,0.4762
10859.6,59.5923,100.1448,49.9383,120.6568,140.4317,118.2009,114.218,40.5453,80.7799,84.9681,78.3438,80.312,45.6034,99.1065,113.3318,101.0121,90.2051,8.4602,90.8556,14.2544,0.0352,0.0115,0.0066,0.0136,0.0036,0,0.0004,0.0014,0,1529.8588,3458.6511,0.0019,0.0036,0.0008,0.019,5109.646,189.2706,0.0245,-0.0083,0.0245,0.0274,0,0.0487,0.1137,0.0255,2.858,0.2511,0.0211,0.0035,82.8165,58.8674,0.4528,2.2344,78.9546,77.7746,188.8394,8.7745,-0.0014,0.0031,83.1142,97.1688,86.79,0.0825,0.0307,0.0728,0.0001,0.0001,0.0792,0.0795,3.8406,3.9251,0.0684,0.2842,2.734,2.6632,2.6681,0.0001,124.34,124.3516,-236.1103,-236.1694,0,2.873,-999.25,0.0371,4687.6001,0.0728,0.2309,0.2448,0.0394,0.4849
10860.1,59.2588,99.5382,51.9988,133.2266,158.405,128.2888,123.2966,49.6678,118.993,111.5584,98.8311,100.8706,49.7188,113.3713,136.6859,111.3876,105.4423,7.7949,118.2071,14.1655,0.0364,0.01,0.0072,0.0156,0.0036,0,0.0004,0.0024,0.0001,1525.5216,3441.8831,0.0029,0.004,0.0008,0.0221,5166.1743,189.2706,0.0129,-0.0083,0.0274,0.0233,0,0.046,0.1252,0.0239,2.7023,0.2425,0.023,0.0027,81.4615,58.8674,0.4244,2.032,77.7047,77.4549,188.8394,8.7629,-0.0023,-0.0083,77.9268,103.5077,92.5077,0.0866,0.0579,0.0758,0.0001,0.0002,0.0812,0.0874,3.8821,3.9343,0.0713,0.3329,2.7354,2.6701,2.6631,0.0014,133.6936,146.3874,-236.3603,-236.475,0,3.853,-999.25,0.0393,4662,0.0758,0.2618,0.2314,0.043,0.4638
10860.6,58.808,99.0636,54.4054,152.5705,184.3397,142.2642,136.5758,58.297,191.4399,189.7724,152.7407,156.6684,56.324,164.5129,205.2147,142.2877,145.2762,7.0292,176.2463,14.1723,0.0313,0.0051,0.0065,0.0146,0.0051,0,0.0002,0.0035,0.0004,1523.041,3659.2249,0.0042,0.0042,0.0008,0.0239,5341.6294,189.2706,-0.0025,-0.0081,0.0251,0.0224,0,0.0408,0.1476,0.0212,2.54,0.2253,0.0222,0.0016,72.8448,61.2084,0.3851,1.9191,69.5356,75.039,188.8394,8.7475,-0.002,-0.0114,72.4776,163.1626,146.1964,0.0763,0.0441,0.0706,0.0002,0.0003,0.0656,0.0743,3.9557,3.997,0.0667,0.1286,2.7333,2.6716,2.6671,0.0036,223.8115,213.0175,-236.9118,-236.7945,0,6.2503,-999.25,0.0356,4726.2002,0.0706,0.3221,0.2049,0.0415,0.4315
10861.2,59.1136,99.1482,56.4797,170.2961,208.5233,157.9922,150.6621,68.2543,299.1865,349.2911,213.1261,219.8592,64.2718,277.9289,325.0641,215.1059,218.449,6.3294,227.1325,13.9643,0.0252,0.0012,0.0052,0.0111,0.0085,0,0.0001,0.003,0.001,1521.1254,4134.1807,0.005,0.0042,0.0008,0.0237,5563.4731,189.2706,0.0014,-0.0077,0.022,0.0185,0,0.037,0.1711,0.0197,3.2195,0.2039,0.0173,0.0013,62.3735,58.8674,0.3621,1.8353,59.5292,70.6482,188.8394,8.7514,-0.0019,-0.0089,58.2276,310.7042,278.4866,0.0544,0.0314,0.0566,0.0004,0.0003,0.0506,0.0554,4.1033,4.1265,0.0543,0.195,2.7288,2.6783,2.6724,0.0056,437.2251,394.9529,-237.1158,-237.0789,0,11.4132,-999.25,0.0302,4690.1665,0.0566,0.3853,0.186,0.0323,0.3964
10861.7,59.4195,99.159,56.8124,173.4285,212.8412,164.6403,154.1996,68.4773,298.9701,338.8443,231.0689,238.4283,66.9496,358.3193,354.4325,267.4393,251.2876,6.0738,246.3193,13.49,0.0248,0.0004,0.0052,0.01,0.0103,0,0.0001,0.0029,0.0005,1525.806,4536.4712,0.0047,0.0041,0.0008,0.0239,5782.7212,189.2706,-0.0025,-0.0074,0.0136,0.0171,0,0.0349,0.1841,0.019,3.7105,0.192,0.0138,0.001,53.778,61.2084,0.3522,1.7037,51.3349,65.532,188.8394,8.7475,-0.0004,0.0084,47.8174,424.719,380.5671,0.0378,-0.028,0.0481,0.0004,0.0003,0.0353,0.041,4.2304,4.2052,0.0461,0.1105,2.7256,2.6808,2.6868,0.0049,708.3744,700.2579,-237.5239,-237.3577,0,11.4086,-999.25,0.0294,4666.3335,0.0481,0.4202,0.1754,0.0258,0.3785
10862.2,59.7823,99.3184,54.8292,155.539,189.8772,153.3199,140.5502,65.2126,337.636,321.9391,208.7988,216.0272,62.1272,264.7872,295.3026,235.2362,203.2577,6.5223,225.8408,12.808,0.0256,0.0008,0.0053,0.009,0.0125,0,0.0005,0.0021,0.0001,1523.2465,4769.9155,0.0048,0.004,0.0008,0.0243,5838.5957,189.2706,0.0052,-0.0072,0.0061,0.0006,0,0.0361,0.1791,0.0204,4.9275,0.195,0.0083,0.0011,51.129,58.8674,0.3635,1.7196,48.7887,63.3191,188.8394,8.7552,0.0007,0.0274,47.6746,430.3873,385.5758,0.0334,-0.0736,0.0422,0.0003,0.0003,0.0316,0.0353,4.3678,4.2058,0.0401,0.2273,2.7209,2.7089,2.6996,0.0048,1224.4758,811.9313,-237.4596,-237.6234,0,9.9985,-999.25,0.0304,4758.3999,0.0421,0.4068,0.1812,0.0155,0.3965
10862.7,60.048,99.8141,50.4849,128.9883,155.7747,129.6841,118.9786,47.9304,187.6561,189.0165,133.0294,136.3207,50.2477,149.6159,182.2326,153.3085,134.1754,7.711,145.4105,12.1633,0.0246,0.0017,0.0058,0.0064,0.0151,0.0008,0.0008,0.0009,0,1524.8384,4567.7549,0.0069,0.0039,0.0008,0.024,5712.6211,189.2706,-0.0064,-0.0073,0.0022,-0.0022,0,0.0393,0.1557,0.0224,5.2784,0.2165,0.008,0.0011,55.9087,58.8674,0.3683,1.9769,53.3785,66.3443,188.8394,8.7436,0.0019,0.0403,50.7388,404.1516,362.1284,0.0343,-0.1022,0.0453,0.0003,0.0011,0.0368,0.0364,4.1652,4.0828,0.0426,0.3181,2.7203,2.7138,2.7062,0.0034,559.8173,376.1018,-237.9412,-237.8873,0,9.0727,-999.25,0.0314,4769.0005,0.0453,0.3439,0.1973,0.0149,0.4438
10863.2,60.8812,100.5058,47.0488,106.5195,126.9504,108.6493,100.2479,43.9036,98.921,111.0457,85.0022,86.4981,44.5243,100.2545,119.8083,103.9877,93.5632,9.2039,106.7569,11.8716,0.0197,0.0031,0.0077,0.001,0.0156,0.0038,0.0003,0.0004,0,1526.9436,4087.5554,0.012,0.0039,0.0008,0.021,5421.2437,189.2706,-0.0064,-0.0076,0.0118,0.0119,0,0.0411,0.1292,0.0238,6.0163,0.244,0.006,0.0013,66.2369,57.6968,0.3856,1.8846,63.2393,74.9638,188.8394,8.7436,0.0003,0.0291,61.5425,134.9101,120.6967,0.0494,-0.0397,0.0544,0.0003,0.0035,0.0539,0.0505,3.9312,3.9355,0.0514,0.1654,2.7159,2.6897,2.6898,0.0001,176.9224,171.7286,-237.796,-238.1192,0,8.6488,-999.25,0.0318,4698.6001,0.0544,0.2724,0.2067,0.0112,0.5097
10863.7,61.2284,100.6199,43.9672,91.8781,108.1372,94.4607,87.548,38.1165,69.6685,77.8955,65.4415,66.402,39.6865,76.5172,89.319,79.8525,72.7646,10.5864,77.7472,12.1173,0.0155,0.0042,0.0074,0.0002,0.011,0.0067,0.0001,0.0001,0.0005,1526.0825,3512.7979,0.0147,0.004,0.0008,0.0185,5126.5327,189.2706,0.0091,-0.0082,0.0243,0.0291,0,0.0415,0.1141,0.0237,5.7129,0.2612,0.0072,0.0017,80.5027,57.6968,0.4082,1.7574,76.804,84.5908,188.8394,8.7591,-0.0011,0.0123,77.2471,74.8774,66.826,0.0784,0.0146,0.0708,0.0003,0.0022,0.0777,0.0773,3.6891,3.7678,0.0666,0.2526,2.7145,2.6603,2.6685,0.0001,95.7314,106.0798,-238.2941,-238.3568,0,8.9038,-999.25,0.0302,4749.3335,0.0706,0.232,0.2086,0.0134,0.546
10864.2,61.7946,102.1399,41.7505,83.1217,96.9543,85.3536,79.9178,39.2939,70.9029,77.0624,68.3658,69.5223,39.4943,75.7056,87.1103,80.0221,72.2881,11.716,77.1499,13.1824,0.016,0.007,0.0071,0,0.0082,0.0082,0,0,0.0007,1525.6678,3090.0278,0.0152,0.0041,0.0008,0.0171,4881.9619,189.2706,-0.0179,-0.0085,0.035,0.0428,0,0.0406,0.1112,0.0228,5.5224,0.2665,0.0086,0.002,89.5785,57.6968,0.4294,1.8944,85.5709,86.3475,188.8394,8.7321,-0.0023,-0.0029,91.1277,67.8593,60.5405,0.1036,0.0465,0.0861,0.0002,0.0031,0.0916,0.1023,3.5283,3.6468,0.0806,0.1337,2.7141,2.6369,2.6501,0.0001,86.7243,103.2258,-238.4504,-238.5476,0,7.441,-999.25,0.0312,4737.5005,0.086,0.224,0.2041,0.0161,0.5558
10864.7,62.6791,102.2982,40.8273,78.2941,90.7771,80.2544,75.6303,42.1163,80.6008,87.4388,76.7297,78.0708,40.2527,75.6776,88.0395,78.3927,71.5303,12.4604,83.4523,14.3427,0.0197,0.0081,0.0076,0.0018,0.0068,0.0073,0.0009,0.0001,0.0004,1524.6686,2940.1011,0.0132,0.0041,0.0008,0.0171,4726.1021,189.2706,-0.011,-0.0086,0.0364,0.0353,0,0.0419,0.1145,0.0235,5.0384,0.2603,0.0081,0.0024,95.1828,57.6968,0.4478,2.4915,90.8949,89.0652,188.8394,8.739,-0.0017,-0.0042,87.7764,103.6234,92.5714,0.0974,0.0296,0.0898,0.0002,0.0034,0.096,0.0965,3.5325,3.5665,0.0837,0.4813,2.7154,2.6496,2.6477,0.0001,132.6248,113.9367,-238.5071,-238.7352,0,6.0701,-999.25,0.0329,4798.8335,0.0896,0.2331,0.2107,0.0152,0.541
10865.2,62.9305,102.9837,40.062,75.7102,87.3359,77.5287,73.4338,40.6951,76.7113,82.6097,78.0549,79.4355,39.6667,75.4291,87.8958,76.6165,71.2089,12.8984,84.9819,15.5633,0.0245,0.0063,0.0089,0.0058,0.0061,0.0047,0.0022,0.0001,0,1523.3887,2947.0933,0.0097,0.004,0.0008,0.0189,4711.8984,189.2706,-0.0202,-0.0086,0.0394,0.0372,0.0295,0.043,0.1129,0.024,4.5221,0.2604,0.0095,0.0025,90.7941,57.6968,0.4545,2.1039,86.7415,88.4156,188.8394,8.7298,-0.0032,-0.0105,93.3334,96.7648,86.4287,0.0842,0.0557,0.0886,0.0002,0.0023,0.091,0.0856,3.5893,3.5942,0.0833,0.2696,2.7175,2.6464,2.6426,0.0001,123.8224,130.8777,-239.0754,-238.9015,0,5.713,-999.25,0.0342,4712.4004,0.0885,0.2288,0.2163,0.0177,0.5371
10865.7,63.4062,103.6404,39.2614,74.2132,85.0861,75.9,72.1426,40.1662,75.3398,83.1962,75.9089,77.2653,39.3188,75.5661,86.9595,77.6496,71.9257,13.1752,82.8037,16.1498,0.0279,0.0026,0.0098,0.0113,0.0054,0.0034,0.0025,0,0,1524.4236,3018.8564,0.007,0.004,0.0008,0.0225,4767.9458,189.2706,-0.0102,-0.0085,0.0409,0.0332,0.0594,0.045,0.1126,0.0253,5.2207,0.2571,0.0075,0.003,87.7028,60.0379,0.4582,2.1814,83.7489,85.6919,188.8394,8.7398,-0.0049,-0.0151,79.1195,91.5276,81.7376,0.0816,0.0918,0.0861,0.0002,0.0009,0.0852,0.0868,3.4853,3.6541,0.0814,0.0696,2.7176,2.6533,2.64,0.0001,117.0998,120.4191,-238.8695,-239.0525,0,6.4038,-999.25,0.0349,4666.6665,0.086,0.228,0.2262,0.0141,0.5318
10866.2,63.3878,103.3704,38.9118,73.3961,83.5166,74.69,71.2408,37.0449,72.5999,80.526,72.2357,73.493,38.2985,73.2146,83.0834,74.3588,70.0225,13.3887,77.8066,16.2696,0.0262,0.0007,0.0085,0.0133,0.0041,0.0028,0.0032,0,0,1524.9766,3081.2563,0.0064,0.004,0.0008,0.0234,4788.4165,189.2706,-0.0179,-0.0084,0.0415,0.0312,0.0361,0.045,0.1121,0.025,5.3796,0.258,0.0099,0.0029,82.9273,58.8674,0.4389,2.4018,79.2173,80.4835,188.8394,8.7321,-0.0061,-0.0177,78.9883,96.7019,86.3718,0.0705,0.1142,0.0828,0.0003,0.0007,0.0858,0.0778,3.7773,3.6937,0.0788,0,2.7198,2.6567,2.639,0.0001,123.7407,119.6683,-239.6268,-239.1698,0,7.6224,-999.25,0.0326,4718,0.0828,0.2266,0.2263,0.0186,0.5285
10866.7,63.2653,103.7789,38.7843,73.4747,83.0408,74.5767,71.3356,38.0706,72.5951,78.3299,68.704,69.8952,37.7075,69.4186,78.1535,70.6271,67.6375,13.409,74.6882,16.3362,0.0239,0.0001,0.0067,0.0126,0.0051,0.0014,0.0038,0.0001,0,1523.3887,3055.9622,0.0059,0.0041,0.0008,0.0229,4794.7217,189.2706,-0.0218,-0.0085,0.0383,0.0375,0.0213,0.0436,0.1162,0.0249,6.7605,0.255,0.0052,0.0027,84.8366,60.0379,0.4432,2.3002,81.0558,79.881,188.8394,8.7282,-0.0052,-0.0132,79.8588,83.9484,74.9504,0.083,0.1013,0.0847,0.0002,0.0005,0.0831,0.083,3.6766,3.6714,0.08,0,2.7147,2.6459,2.6446,0.0001,107.3738,98.7473,-239.2059,-239.2753,0,8.8566,-999.25,0.0297,4684.6665,0.0847,0.2375,0.2193,0.0096,0.5335
10867.2,62.5076,103.8685,39.1235,75.1109,84.5772,75.9223,72.5731,34.5419,58.7947,62.3169,56.5428,57.3294,36.7378,67.5262,74.6603,68.1997,64.3248,13.1714,62.7644,16.8335,0.0232,0.0003,0.0065,0.0113,0.0062,0.0003,0.0026,0.001,0.0001,1521.1338,3114.4702,0.005,0.0042,0.0008,0.0214,4832.6958,189.2706,-0.0141,-0.0084,0.0362,0.0404,0.0064,0.0421,0.1168,0.0243,7.3265,0.2568,0.0032,0.0025,87.7181,58.8674,0.452,2.372,83.7786,86.0238,188.8394,8.7359,-0.0043,-0.012,84.3542,62.6435,55.8694,0.0929,0.091,0.0825,0.0002,0.0003,0.0868,0.0891,3.5481,3.6625,0.0779,0.1205,2.7114,2.6408,2.648,0.0001,80.0305,96.5492,-239.6743,-239.3652,0,8.9262,-999.25,0.0282,4667.667,0.0824,0.2391,0.2116,0.0059,0.5433
10867.7,62.204,103.0329,40.0222,79.468,89.6573,79.5639,75.9982,39.0738,70.9698,73.2267,64.3915,65.4452,39.1684,72.2234,79.9569,72.6877,67.8335,12.5685,72.2395,17.9345,0.0245,0.001,0.0082,0.0097,0.0066,0,0.0003,0.0022,0.0003,1523.998,3133.4456,0.0039,0.0042,0.0008,0.0192,4858.6963,189.2706,-0.0295,-0.0084,0.0352,0.0342,0.0111,0.0408,0.1238,0.024,7.7348,0.2505,0.0001,0.0024,89.3445,58.8674,0.4549,2.2206,85.3937,90.6046,188.8394,8.7205,-0.0044,-0.0147,87.3232,76.723,68.4795,0.0802,0.0947,0.0824,0.0001,0.0002,0.0863,0.0847,3.6993,3.7182,0.0776,0.0343,2.7083,2.6515,2.6497,0.0001,98.1009,93.7408,-239.3695,-239.4425,0,7.5613,-999.25,0.0284,4776.5,0.0823,0.2581,0.2049,0.0002,0.5368
10868.2,61.9208,102.2228,41.6863,85.8112,96.6963,85.3851,81.6156,40.9036,88.1855,88.9987,75.9101,77.3776,41.7244,86.5029,97.0525,86.3737,79.8434,11.7116,85.9594,19.6183,0.0259,0.0029,0.0109,0.007,0.0067,0,0.0001,0.0018,0.0004,1538.8608,3245.9709,0.004,0.0041,0.0008,0.016,4953.9819,189.2706,-0.0202,-0.0083,0.0345,0.0287,0.0331,0.0389,0.1331,0.0225,7.4246,0.2434,0.0028,0.0022,83.9282,58.8674,0.4319,2.19,80.1821,87.1298,188.9652,8.7298,-0.0053,-0.019,84.5572,78.6378,70.1943,0.0777,0.1115,0.0791,0.0001,0.0002,0.0837,0.0797,3.7478,3.838,0.0749,0.4737,2.7103,2.6609,2.651,0.0001,100.5583,121.667,-239.8217,-239.4909,0,5.4015,-999.25,0.0299,4774.5,0.0791,0.2831,0.1953,0.0052,0.5165
10868.7,60.8648,101.8419,43.2322,91.8553,104.8643,91.4723,86.6368,49.0526,123.8035,114.4673,93.5876,95.5695,45.3841,102.8798,116.7673,96.9359,91.995,10.9323,103.519,21.3708,0.0333,0.0105,0.0128,0.0047,0.0078,0.0002,0.0008,0.0012,0.0001,1534.4193,3362.0259,0.0048,0.004,0.0008,0.0148,5077.0352,189.2706,-0.0218,-0.0083,0.0288,0.0166,0.0331,0.0361,0.1415,0.0205,6.2407,0.2387,0.006,0.0018,77.4778,58.8674,0.4209,2.1497,74.025,79.0787,189.091,8.7282,-0.0045,-0.0139,68.7567,131.8828,117.8811,0.0819,0.096,0.077,0.0001,0.0005,0.0747,0.0792,3.9666,3.9218,0.0725,0.2979,2.7119,2.6817,2.6607,0.0009,168.894,152.3748,-239.225,-239.5427,0,3.3759,-999.25,0.0381,4780.6665,0.0771,0.3058,0.1817,0.0111,0.5014
10869.2,60.7076,101.2878,44.7374,98.3164,113.4803,98.193,93.4634,46.1498,118.2602,121.3809,85.9315,87.9318,46.8771,113.0975,129.7067,107.8071,100.7469,10.184,100.4385,22.2898,0.038,0.0166,0.012,0.0043,0.0077,0.0007,0.0021,0.0004,0,1531.3756,3567.6741,0.0058,0.0039,0.0008,0.0152,5179.0537,189.2706,-0.0218,-0.0081,0.0228,0.0152,0.0263,0.0335,0.1465,0.0182,5.7917,0.2384,0.0116,0.0017,73.0104,58.8674,0.4295,2.1635,69.7566,74.6548,189.3427,8.7282,-0.003,-0.0068,68.6854,147.3963,131.8547,0.065,0.0619,0.0697,0.0001,0.0009,0.0669,0.0647,4.0467,3.9422,0.0656,0.1703,2.7151,2.6841,2.671,0.0016,192.2046,171.8531,-239.7077,-239.5864,0,2.5839,-999.25,0.0437,4742.8335,0.0697,0.319,0.1683,0.0218,0.4908
